Sample ID,Pressure (PSI),Welding Time (ms),Angle (Deg),Force (N),Current (A),Thickness A (mm),Thickness B (mm),Material,PullTest (N),NuggetDiameter (mm),Category,Comments
378,60,600,15,94.3,2501.45,0.623,0.652,SS,2168.1,3.42,Explode,
378,60,600,15,94.35,3780.15,0.623,0.652,SS,2168.1,3.42,Explode,
378,60,600,15,94.41,3609.78,0.623,0.652,SS,2168.1,3.42,Explode,
378,60,600,15,94.49,3665.57,0.623,0.652,SS,2168.1,3.42,Explode,
378,60,600,15,94.65,4198.36,0.623,0.652,SS,2168.1,3.42,Explode,
378,60,600,15,94.81,4325.89,0.623,0.652,SS,2168.1,3.42,Explode,
378,60,600,15,94.96,3402.77,0.623,0.652,SS,2168.1,3.42,Explode,
379,60,600,15,94.98,2367.93,0.625,0.618,SS,3140,3.93,Good,
379,60,600,15,94.99,3277.64,0.625,0.618,SS,3140,3.93,Good,
379,60,600,15,95.01,3761.9,0.625,0.618,SS,3140,3.93,Good,
379,60,600,15,95.06,3542.93,0.625,0.618,SS,3140,3.93,Good,
379,60,600,15,95.03,3658.53,0.625,0.618,SS,3140,3.93,Good,
379,60,600,15,95,4366.25,0.625,0.618,SS,3140,3.93,Good,
379,60,600,15,94.96,4176.6,0.625,0.618,SS,3140,3.93,Good,
380,60,600,15,94.95,2285.13,0.627,0.622,SS,3222.6,3.26,Good,
380,60,600,15,94.97,3908.99,0.627,0.622,SS,3222.6,3.26,Good,
380,60,600,15,95.01,3561.81,0.627,0.622,SS,3222.6,3.26,Good,
380,60,600,15,95.05,3605.96,0.627,0.622,SS,3222.6,3.26,Good,
380,60,600,15,95.08,4302.76,0.627,0.622,SS,3222.6,3.26,Good,
380,60,600,15,95.1,4417.17,0.627,0.622,SS,3222.6,3.26,Good,
381,60,600,15,95,2363.57,0.621,0.622,SS,3107.7,3.58,Good,
381,60,600,15,94.91,2949.51,0.621,0.622,SS,3107.7,3.58,Good,
381,60,600,15,94.82,3232.73,0.621,0.622,SS,3107.7,3.58,Good,
381,60,600,15,94.75,4006.77,0.621,0.622,SS,3107.7,3.58,Good,
381,60,600,15,94.7,3663.69,0.621,0.622,SS,3107.7,3.58,Good,
381,60,600,15,94.79,3367.71,0.621,0.622,SS,3107.7,3.58,Good,
382,60,600,15,94.91,2320.24,0.613,0.623,SS,2969,3.68,Good,
382,60,600,15,95.04,2845.63,0.613,0.623,SS,2969,3.68,Good,
382,60,600,15,95.16,3519.06,0.613,0.623,SS,2969,3.68,Good,
382,60,600,15,95.27,4292.76,0.613,0.623,SS,2969,3.68,Good,
382,60,600,15,95.37,3668.39,0.613,0.623,SS,2969,3.68,Good,
382,60,600,15,95.47,3483.69,0.613,0.623,SS,2969,3.68,Good,
382,60,600,15,95.53,3630.68,0.613,0.623,SS,2969,3.68,Good,
383,60,600,15,95.51,2073.63,0.626,0.622,SS,2617.3,4.06,Good,
383,60,600,15,95.47,3076.8,0.626,0.622,SS,2617.3,4.06,Good,
383,60,600,15,95.44,3666.04,0.626,0.622,SS,2617.3,4.06,Good,
383,60,600,15,95.43,3341.05,0.626,0.622,SS,2617.3,4.06,Good,
383,60,600,15,95.42,3343.62,0.626,0.622,SS,2617.3,4.06,Good,
383,60,600,15,95.5,3907.23,0.626,0.622,SS,2617.3,4.06,Good,
383,60,600,15,95.57,3795.59,0.626,0.622,SS,2617.3,4.06,Good,
384,60,600,15,95.59,1854.71,0.636,0.616,SS,3160.4,3.41,Good,
384,60,600,15,95.6,2987.75,0.636,0.616,SS,3160.4,3.41,Good,
384,60,600,15,95.63,3674.48,0.636,0.616,SS,3160.4,3.41,Good,
384,60,600,15,95.68,3834.81,0.636,0.616,SS,3160.4,3.41,Good,
384,60,600,15,95.65,3298.57,0.636,0.616,SS,3160.4,3.41,Good,
384,60,600,15,95.61,3330.22,0.636,0.616,SS,3160.4,3.41,Good,
385,60,600,15,95.52,2197.65,0.619,0.623,SS,3131.7,3.47,Explode,
385,60,600,15,95.35,3072.89,0.619,0.623,SS,3131.7,3.47,Explode,
385,60,600,15,95.19,3460.91,0.619,0.623,SS,3131.7,3.47,Explode,
385,60,600,15,95.06,4116.03,0.619,0.623,SS,3131.7,3.47,Explode,
385,60,600,15,94.97,3558.43,0.619,0.623,SS,3131.7,3.47,Explode,
385,60,600,15,94.93,3454.44,0.619,0.623,SS,3131.7,3.47,Explode,
386,60,600,15,95.48,2511.06,0.625,0.617,SS,2855.3,3.81,Good,
386,60,600,15,95.19,3324.54,0.625,0.617,SS,2855.3,3.81,Good,
386,60,600,15,95.47,3246,0.625,0.617,SS,2855.3,3.81,Good,
386,60,600,15,95.06,3438.97,0.625,0.617,SS,2855.3,3.81,Good,
386,60,600,15,95.35,4162.57,0.625,0.617,SS,2855.3,3.81,Good,
386,60,600,15,95.36,3938.8,0.625,0.617,SS,2855.3,3.81,Good,
386,60,600,15,95.14,3497.49,0.625,0.617,SS,2855.3,3.81,Good,
387,60,400,15,95.11,2828.05,0.625,0.621,SS,3050.3,3.7,Good,
387,60,400,15,95.24,3044.21,0.625,0.621,SS,3050.3,3.7,Good,
387,60,400,15,95.26,3644.87,0.625,0.621,SS,3050.3,3.7,Good,
387,60,400,15,95.22,4186.06,0.625,0.621,SS,3050.3,3.7,Good,
387,60,400,15,95.4,3564.23,0.625,0.621,SS,3050.3,3.7,Good,
388,60,400,15,95.95,2517.22,0.626,0.622,SS,3063.5,3.98,Good,
388,60,400,15,95.29,3497.49,0.626,0.622,SS,3063.5,3.98,Good,
388,60,400,15,95.25,3490.11,0.626,0.622,SS,3063.5,3.98,Good,
388,60,400,15,95.27,3336.93,0.626,0.622,SS,3063.5,3.98,Good,
388,60,400,15,95.29,3481.22,0.626,0.622,SS,3063.5,3.98,Good,
389,60,400,15,95.09,2442.31,0.635,0.624,SS,2936.7,3.51,Good,
389,60,400,15,95.02,2901.3,0.635,0.624,SS,2936.7,3.51,Good,
389,60,400,15,95.24,3848.69,0.635,0.624,SS,2936.7,3.51,Good,
389,60,400,15,95.37,3732.53,0.635,0.624,SS,2936.7,3.51,Good,
389,60,400,15,95.21,3355.95,0.635,0.624,SS,2936.7,3.51,Good,
390,60,400,15,95.2,2885.25,0.626,0.62,SS,2961.2,3.48,Good,
390,60,400,15,95.08,3503.88,0.626,0.62,SS,2961.2,3.48,Good,
390,60,400,15,95.12,3172.04,0.626,0.62,SS,2961.2,3.48,Good,
390,60,400,15,95.15,3342.08,0.626,0.62,SS,2961.2,3.48,Good,
390,60,400,15,95.18,3963.18,0.626,0.62,SS,2961.2,3.48,Good,
391,60,400,15,95.18,3003.25,0.619,0.647,SS,2957,3.62,Explode,
391,60,400,15,95.15,4038.41,0.619,0.647,SS,2957,3.62,Explode,
391,60,400,15,95.15,3583.96,0.619,0.647,SS,2957,3.62,Explode,
391,60,400,15,95.18,3475.79,0.619,0.647,SS,2957,3.62,Explode,
391,60,400,15,95.19,3868.3,0.619,0.647,SS,2957,3.62,Explode,
392,60,400,15,95.18,2590.62,0.632,0.622,SS,3040.2,3.31,Good,
392,60,400,15,95.18,3164.44,0.632,0.622,SS,3040.2,3.31,Good,
392,60,400,15,95.18,3841.53,0.632,0.622,SS,3040.2,3.31,Good,
392,60,400,15,95.25,4134.79,0.632,0.622,SS,3040.2,3.31,Good,
393,60,400,15,95.26,2705.59,0.618,0.618,SS,2521.6,3.23,Good,
393,60,400,15,95.27,3420.42,0.618,0.618,SS,2521.6,3.23,Good,
393,60,400,15,95.27,4045.22,0.618,0.618,SS,2521.6,3.23,Good,
393,60,400,15,95.28,3510.74,0.618,0.618,SS,2521.6,3.23,Good,
393,60,400,15,95.36,3411.35,0.618,0.618,SS,2521.6,3.23,Good,
394,60,400,15,95.38,2597.25,0.626,0.622,SS,2672.3,3.36,Good,
394,60,400,15,95.41,2788.24,0.626,0.622,SS,2672.3,3.36,Good,
394,60,400,15,95.43,3769.21,0.626,0.622,SS,2672.3,3.36,Good,
394,60,400,15,95.47,3774.68,0.626,0.622,SS,2672.3,3.36,Good,
394,60,400,15,95.52,3320.39,0.626,0.622,SS,2672.3,3.36,Good,
395,60,400,15,95.52,2665.88,0.614,0.618,SS,2882.9,3.27,Good,
395,60,400,15,95.5,3066.16,0.614,0.618,SS,2882.9,3.27,Good,
395,60,400,15,95.48,3457.92,0.614,0.618,SS,2882.9,3.27,Good,
395,60,400,15,95.47,3480.24,0.614,0.618,SS,2882.9,3.27,Good,
395,60,400,15,95.48,3722.84,0.614,0.618,SS,2882.9,3.27,Good,
396,60,400,15,95.44,2857.09,0.626,0.616,SS,2830.2,3.52,Good,
396,60,400,15,95.38,3294.91,0.626,0.616,SS,2830.2,3.52,Good,
396,60,400,15,95.36,3671.2,0.626,0.616,SS,2830.2,3.52,Good,
396,60,400,15,95.4,4215.54,0.626,0.616,SS,2830.2,3.52,Good,
397,60,400,15,95.37,2456.35,0.621,0.622,SS,3049.1,3.12,Good,
397,60,400,15,94.71,2713.2,0.621,0.622,SS,3049.1,3.12,Good,
397,60,400,15,95.34,3041.38,0.621,0.622,SS,3049.1,3.12,Good,
397,60,400,15,95.04,3112.93,0.621,0.622,SS,3049.1,3.12,Good,
398,60,400,15,95.12,2348.97,0.633,0.619,SS,3079.6,3.25,Good,
398,60,400,15,95.06,3147.54,0.633,0.619,SS,3079.6,3.25,Good,
398,60,400,15,94.86,3097.97,0.633,0.619,SS,3079.6,3.25,Good,
398,60,400,15,94.89,3350.82,0.633,0.619,SS,3079.6,3.25,Good,
399,60,400,15,94.8,3117.9,0.617,0.624,SS,2870.9,3.48,Good,
399,60,400,15,94.8,3530.77,0.617,0.624,SS,2870.9,3.48,Good,
399,60,400,15,95.2,3627.84,0.617,0.624,SS,2870.9,3.48,Good,
399,60,400,15,94.83,3905.47,0.617,0.624,SS,2870.9,3.48,Good,
400,60,400,15,94.83,2591.95,0.613,0.608,SS,1775.7,2.37,Bad,
400,60,400,15,94.89,2960.57,0.613,0.608,SS,1775.7,2.37,Bad,
400,60,400,15,94.84,3261.33,0.613,0.608,SS,1775.7,2.37,Bad,
400,60,400,15,94.85,3223.14,0.613,0.608,SS,1775.7,2.37,Bad,
400,60,400,15,95.18,3424.94,0.613,0.608,SS,1775.7,2.37,Bad,
400,60,400,15,95.05,3395.18,0.613,0.608,SS,1775.7,2.37,Bad,
400,60,400,15,94.94,3567.6,0.613,0.608,SS,1775.7,2.37,Bad,
400,60,400,15,94.94,3503.88,0.613,0.608,SS,1775.7,2.37,Bad,
400,60,400,15,94.87,3721.45,0.613,0.608,SS,1775.7,2.37,Bad,
400,60,400,15,94.63,3580.6,0.613,0.608,SS,1775.7,2.37,Bad,
400,60,400,15,94.74,3817.28,0.613,0.608,SS,1775.7,2.37,Bad,
400,60,400,15,95.1,3611.68,0.613,0.608,SS,1775.7,2.37,Bad,
400,60,400,15,94.86,3708.95,0.613,0.608,SS,1775.7,2.37,Bad,
400,60,400,15,95.02,3635.42,0.613,0.608,SS,1775.7,2.37,Bad,
400,60,400,15,94.49,3752.75,0.613,0.608,SS,1775.7,2.37,Bad,
400,60,400,15,94.56,3651.47,0.613,0.608,SS,1775.7,2.37,Bad,
401,60,400,15,94.99,2980.83,0.618,0.62,SS,2933.7,3.07,Explode,
401,60,400,15,95,3163.35,0.618,0.62,SS,2933.7,3.07,Explode,
401,60,400,15,95.2,3174.75,0.618,0.62,SS,2933.7,3.07,Explode,
401,60,400,15,95.19,3363.62,0.618,0.62,SS,2933.7,3.07,Explode,
401,60,400,15,94.75,3353.38,0.618,0.62,SS,2933.7,3.07,Explode,
401,60,400,15,94.55,3516.13,0.618,0.62,SS,2933.7,3.07,Explode,
401,60,400,15,94.5,3474.79,0.618,0.62,SS,2933.7,3.07,Explode,
401,60,400,15,94.71,3692.22,0.618,0.62,SS,2933.7,3.07,Explode,
401,60,400,15,94.82,3562.3,0.618,0.62,SS,2933.7,3.07,Explode,
401,60,400,15,94.98,3746.33,0.618,0.62,SS,2933.7,3.07,Explode,
401,60,400,15,94.77,3656.65,0.618,0.62,SS,2933.7,3.07,Explode,
401,60,400,15,94.83,3890.03,0.618,0.62,SS,2933.7,3.07,Explode,
401,60,400,15,94.58,3705.71,0.618,0.62,SS,2933.7,3.07,Explode,
401,60,400,15,94.57,3775.6,0.618,0.62,SS,2933.7,3.07,Explode,
401,60,400,15,94.53,3729.76,0.618,0.62,SS,2933.7,3.07,Explode,
401,60,400,15,94.41,3823.58,0.618,0.62,SS,2933.7,3.07,Explode,
402,60,400,15,95.11,1673.35,0.617,0.62,SS,3143,4.01,Good,
402,60,400,15,94.67,2530.16,0.617,0.62,SS,3143,4.01,Good,
402,60,400,15,94.78,3204.41,0.617,0.62,SS,3143,4.01,Good,
402,60,400,15,95.18,3384.52,0.617,0.62,SS,3143,4.01,Good,
403,60,400,15,94.82,1129.7,0.622,0.627,SS,3028.8,3.75,Good,
403,60,400,15,94.47,1758.55,0.622,0.627,SS,3028.8,3.75,Good,
403,60,400,15,94.93,2744.09,0.622,0.627,SS,3028.8,3.75,Good,
403,60,400,15,95,2801.78,0.622,0.627,SS,3028.8,3.75,Good,
403,60,400,15,95.08,3365.16,0.622,0.627,SS,3028.8,3.75,Good,
404,60,400,15,94.64,1307.54,0.628,0.613,SS,3030.6,3.26,Good,
404,60,400,15,94.8,2488.35,0.628,0.613,SS,3030.6,3.26,Good,
404,60,400,15,95.01,2857.09,0.628,0.613,SS,3030.6,3.26,Good,
404,60,400,15,94.68,3472.81,0.628,0.613,SS,3030.6,3.26,Good,
404,60,400,15,94.53,3392.65,0.628,0.613,SS,3030.6,3.26,Good,
405,60,400,15,94.52,1572.68,0.631,0.621,SS,2960.6,3.98,Good,
405,60,400,15,94.66,2125.24,0.631,0.621,SS,2960.6,3.98,Good,
405,60,400,15,94.35,3303.78,0.631,0.621,SS,2960.6,3.98,Good,
405,60,400,15,94.44,2969.27,0.631,0.621,SS,2960.6,3.98,Good,
405,60,400,15,94.46,3147.54,0.631,0.621,SS,2960.6,3.98,Good,
406,60,400,15,94.52,1325.82,0.625,0.621,SS,2888.8,3.57,Good,
406,60,400,15,94.59,2556.54,0.625,0.621,SS,2888.8,3.57,Good,
406,60,400,15,94.68,2898.93,0.625,0.621,SS,2888.8,3.57,Good,
406,60,400,15,94.74,3166.07,0.625,0.621,SS,2888.8,3.57,Good,
407,60,400,15,94.77,1614.77,0.624,0.628,SS,2927.1,3.65,Good,
407,60,400,15,94.78,2493.88,0.624,0.628,SS,2927.1,3.65,Good,
407,60,400,15,94.83,2908.4,0.624,0.628,SS,2927.1,3.65,Good,
407,60,400,15,94.87,2937.24,0.624,0.628,SS,2927.1,3.65,Good,
407,60,400,15,94.9,3500.93,0.624,0.628,SS,2927.1,3.65,Good,
408,60,400,15,94.88,1411.29,0.628,0.627,SS,2906.8,3.63,Good,
408,60,400,15,94.86,1831.38,0.628,0.627,SS,2906.8,3.63,Good,
408,60,400,15,94.83,2923.15,0.628,0.627,SS,2906.8,3.63,Good,
408,60,400,15,94.81,2977.37,0.628,0.627,SS,2906.8,3.63,Good,
408,60,400,15,94.81,2976.79,0.628,0.627,SS,2906.8,3.63,Good,
409,60,400,15,94.86,1112.82,0.622,0.628,SS,2817.7,3.16,Good,
409,60,400,15,94.92,2237.98,0.622,0.628,SS,2817.7,3.16,Good,
409,60,400,15,94.99,2624.92,0.622,0.628,SS,2817.7,3.16,Good,
409,60,400,15,95.05,3197.96,0.622,0.628,SS,2817.7,3.16,Good,
409,60,400,15,95.08,2991.2,0.622,0.628,SS,2817.7,3.16,Good,
410,60,400,15,95.09,1324.53,0.634,0.623,SS,3015,3.94,Good,
410,60,400,15,95.09,1634.88,0.634,0.623,SS,3015,3.94,Good,
410,60,400,15,95.09,2573.3,0.634,0.623,SS,3015,3.94,Good,
410,60,400,15,95.09,2863.71,0.634,0.623,SS,3015,3.94,Good,
410,60,400,15,95.08,3176.92,0.634,0.623,SS,3015,3.94,Good,
411,60,400,15,95.09,1146.32,0.625,0.63,SS,3111.9,4.05,Good,
411,60,400,15,95.11,2316.53,0.625,0.63,SS,3111.9,4.05,Good,
411,60,400,15,95.14,3051.54,0.625,0.63,SS,3111.9,4.05,Good,
411,60,400,15,95.19,2984.87,0.625,0.63,SS,3111.9,4.05,Good,
411,60,400,15,95.25,3013.54,0.625,0.63,SS,3111.9,4.05,Good,
412,60,400,15,95.31,1129.7,0.627,0.623,SS,2797.9,3.28,Good,
412,60,400,15,95.37,1930.14,0.627,0.623,SS,2797.9,3.28,Good,
412,60,400,15,95.41,2920.21,0.627,0.623,SS,2797.9,3.28,Good,
412,60,400,15,95.42,2909,0.627,0.623,SS,2797.9,3.28,Good,
412,60,400,15,95.42,2958.83,0.627,0.623,SS,2797.9,3.28,Good,
413,60,400,15,95.42,1384.21,0.627,0.628,SS,2726.7,2.9,Good,
413,60,400,15,95.42,2113.07,0.627,0.628,SS,2726.7,2.9,Good,
413,60,400,15,95.44,2919.62,0.627,0.628,SS,2726.7,2.9,Good,
413,60,400,15,95.46,2775.87,0.627,0.628,SS,2726.7,2.9,Good,
413,60,400,15,95.48,2968.69,0.627,0.628,SS,2726.7,2.9,Good,
414,60,400,15,95.51,1894.16,0.628,0.66,SS,2958.2,3.8,Good,
414,60,400,15,95.55,2343.11,0.628,0.66,SS,2958.2,3.8,Good,
414,60,400,15,95.57,2812.19,0.628,0.66,SS,2958.2,3.8,Good,
414,60,400,15,95.58,2846.24,0.628,0.66,SS,2958.2,3.8,Good,
414,60,400,15,95.58,3549.23,0.628,0.66,SS,2958.2,3.8,Good,
415,60,400,15,95.59,1370.48,0.631,0.635,SS,2820.7,3.25,Good,
415,60,400,15,95.71,2535.6,0.631,0.635,SS,2820.7,3.25,Good,
415,60,400,15,95.79,2864.91,0.631,0.635,SS,2820.7,3.25,Good,
415,60,400,15,95.8,3508.78,0.631,0.635,SS,2820.7,3.25,Good,
416,60,400,15,95.86,1973.33,0.633,0.629,SS,2863.7,3.44,Good,
416,60,400,15,95.88,2639.3,0.633,0.629,SS,2863.7,3.44,Good,
416,60,400,15,95.87,3419.91,0.633,0.629,SS,2863.7,3.44,Good,
416,60,400,15,95.86,2936.65,0.633,0.629,SS,2863.7,3.44,Good,
417,60,400,15,95.86,2131.7,0.62,0.628,SS,2905,3.78,Good,
417,60,400,15,95.86,2641.9,0.62,0.628,SS,2905,3.78,Good,
417,60,400,15,95.85,2966.95,0.62,0.628,SS,2905,3.78,Good,
417,60,400,15,95.86,3253.94,0.62,0.628,SS,2905,3.78,Good,
418,60,400,15,95.87,1336.16,0.636,0.623,SS,2846.4,3.4,Good,
418,60,400,15,95.87,1974.2,0.636,0.623,SS,2846.4,3.4,Good,
418,60,400,15,95.87,2507.63,0.636,0.623,SS,2846.4,3.4,Good,
418,60,400,15,95.88,2815.86,0.636,0.623,SS,2846.4,3.4,Good,
418,60,400,15,95.88,3014.11,0.636,0.623,SS,2846.4,3.4,Good,
419,60,400,15,95.9,1778.97,0.624,0.623,SS,2795.5,3.47,Good,
419,60,400,15,95.8,2958.25,0.624,0.623,SS,2795.5,3.47,Good,
419,60,400,15,95.77,2799.93,0.624,0.623,SS,2795.5,3.47,Good,
419,60,400,15,95.71,2954.17,0.624,0.623,SS,2795.5,3.47,Good,
419,60,400,15,95.69,2987.75,0.624,0.623,SS,2795.5,3.47,Good,
420,60,400,15,95.69,1489.55,0.635,0.621,SS,2756.1,3.69,Good,
420,60,400,15,95.74,2332.07,0.635,0.621,SS,2756.1,3.69,Good,
420,60,400,15,95.75,2634.08,0.635,0.621,SS,2756.1,3.69,Good,
420,60,400,15,95.75,3284.98,0.635,0.621,SS,2756.1,3.69,Good,
420,60,400,15,95.75,3145.9,0.635,0.621,SS,2756.1,3.69,Good,
421,60,400,15,95.76,1529.43,0.637,0.629,SS,2848.8,3.75,Good,
421,60,400,15,95.78,2178,0.637,0.629,SS,2848.8,3.75,Good,
421,60,400,15,95.8,2548.45,0.637,0.629,SS,2848.8,3.75,Good,
421,60,400,15,95.82,2705.59,0.637,0.629,SS,2848.8,3.75,Good,
421,60,400,15,95.83,3117.9,0.637,0.629,SS,2848.8,3.75,Good,
422,60,400,15,95.82,1325.82,0.626,0.63,SS,2899,3.11,Explode,
422,60,400,15,95.81,1695.82,0.626,0.63,SS,2899,3.11,Explode,
422,60,400,15,95.81,2452.85,0.626,0.63,SS,2899,3.11,Explode,
422,60,400,15,95.81,3080.71,0.626,0.63,SS,2899,3.11,Explode,
422,60,400,15,95.81,2655.54,0.626,0.63,SS,2899,3.11,Explode,
423,60,400,15,95.78,974.38,0.628,0.626,SS,2836.8,3.59,Good,
423,60,400,15,95.87,1535.04,0.628,0.626,SS,2836.8,3.59,Good,
423,60,400,15,95.94,2545.08,0.628,0.626,SS,2836.8,3.59,Good,
423,60,400,15,95.89,2739.07,0.628,0.626,SS,2836.8,3.59,Good,
423,60,400,15,95.84,2614.42,0.628,0.626,SS,2836.8,3.59,Good,
424,60,400,15,95.86,1075.09,0.623,0.623,SS,1793.7,2.59,Explode,
424,60,400,15,95.89,2930.2,0.623,0.623,SS,1793.7,2.59,Explode,
424,60,400,15,95.95,2774.01,0.623,0.623,SS,1793.7,2.59,Explode,
424,60,400,15,95.96,2994.65,0.623,0.623,SS,1793.7,2.59,Explode,
425,60,400,15,96.03,1327.12,0.623,0.625,SS,3070.1,3.62,Explode,
425,60,400,15,96.11,2480.74,0.623,0.625,SS,3070.1,3.62,Explode,
425,60,400,15,96.15,2763.45,0.623,0.625,SS,3070.1,3.62,Explode,
425,60,400,15,96.17,3379.95,0.623,0.625,SS,3070.1,3.62,Explode,
425,60,400,15,96.2,3226.87,0.623,0.625,SS,3070.1,3.62,Explode,
426,60,400,15,96.2,1678.49,0.634,0.617,SS,2955.8,3.42,Good,
426,60,400,15,96.21,1938.15,0.634,0.617,SS,2955.8,3.42,Good,
426,60,400,15,96.21,2601.89,0.634,0.617,SS,2955.8,3.42,Good,
426,60,400,15,96.22,2943.09,0.634,0.617,SS,2955.8,3.42,Good,
426,60,400,15,96.24,3444.47,0.634,0.617,SS,2955.8,3.42,Good,
427,60,400,15,96.23,1630.67,0.63,0.623,SS,2800.3,3.59,Good,
427,60,400,15,96.2,2427.47,0.63,0.623,SS,2800.3,3.59,Good,
427,60,400,15,96.21,2684.53,0.63,0.623,SS,2800.3,3.59,Good,
427,60,400,15,96.23,2886.44,0.63,0.623,SS,2800.3,3.59,Good,
427,60,400,15,96.24,3211.38,0.63,0.623,SS,2800.3,3.59,Good,
428,60,400,15,96.23,1563.91,0.618,0.626,SS,2836.8,3.63,Good,
428,60,400,15,96.24,2470.32,0.618,0.626,SS,2836.8,3.63,Good,
428,60,400,15,96.26,3155.73,0.618,0.626,SS,2836.8,3.63,Good,
428,60,400,15,96.17,3445.97,0.618,0.626,SS,2836.8,3.63,Good,
428,60,400,15,96.1,2957.66,0.618,0.626,SS,2836.8,3.63,Good,
429,60,400,15,96.06,1517.01,0.628,0.627,SS,2820.7,3.28,Good,
429,60,400,15,96.05,2277.59,0.628,0.627,SS,2820.7,3.28,Good,
429,60,400,15,96.05,2759.09,0.628,0.627,SS,2820.7,3.28,Good,
429,60,400,15,96.08,2893.58,0.628,0.627,SS,2820.7,3.28,Good,
429,60,400,15,96.1,3359.02,0.628,0.627,SS,2820.7,3.28,Good,
430,60,400,15,96.09,1312.79,0.61,0.644,SS,2766.2,3.29,Good,
430,60,400,15,96.08,2724.59,0.61,0.644,SS,2766.2,3.29,Good,
430,60,400,15,96.09,3541.96,0.61,0.644,SS,2766.2,3.29,Good,
430,60,400,15,96.05,3091.3,0.61,0.644,SS,2766.2,3.29,Good,
431,60,400,15,95.99,1450.95,0.62,0.61,SS,2748.3,3.1,Good,
431,60,400,15,95.93,2153.38,0.62,0.61,SS,2748.3,3.1,Good,
431,60,400,15,95.87,2722.7,0.62,0.61,SS,2748.3,3.1,Good,
431,60,400,15,95.82,3340.02,0.62,0.61,SS,2748.3,3.1,Good,
431,60,400,15,95.8,3319.36,0.62,0.61,SS,2748.3,3.1,Good,
432,60,400,15,95.8,1488.4,0.619,0.633,SS,2880.5,3.84,Good,
432,60,400,15,95.81,2619.02,0.619,0.633,SS,2880.5,3.84,Good,
432,60,400,15,95.84,3384.52,0.619,0.633,SS,2880.5,3.84,Good,
432,60,400,15,95.89,3233.79,0.619,0.633,SS,2880.5,3.84,Good,
433,60,400,15,95.91,1294.32,0.623,0.62,SS,2760.2,3.29,Good,
433,60,400,15,95.92,2440.9,0.623,0.62,SS,2760.2,3.29,Good,
433,60,400,15,95.94,2775.87,0.623,0.62,SS,2760.2,3.29,Good,
433,60,400,15,95.96,3215.66,0.623,0.62,SS,2760.2,3.29,Good,
434,60,400,15,95.96,1392.88,0.628,0.625,SS,2817.7,3.64,Good,
434,60,400,15,96.03,3067.85,0.628,0.625,SS,2817.7,3.64,Good,
434,60,400,15,96.07,2944.26,0.628,0.625,SS,2817.7,3.64,Good,
434,60,400,15,96.08,3004.97,0.628,0.625,SS,2817.7,3.64,Good,
434,60,400,15,96.1,3006.69,0.628,0.625,SS,2817.7,3.64,Good,
435,60,400,15,96.1,1737.89,0.67,0.628,SS,2756.7,3.04,Good,
435,60,400,15,96.09,2449.34,0.67,0.628,SS,2756.7,3.04,Good,
435,60,400,15,96.09,3402.77,0.67,0.628,SS,2756.7,3.04,Good,
435,60,400,15,96.09,3081.83,0.67,0.628,SS,2756.7,3.04,Good,
435,60,400,15,96.09,3092.42,0.67,0.628,SS,2756.7,3.04,Good,
436,60,1200,15,95,1642.23,0.632,0.627,SS,3266.8,3.8,Good,
436,60,1200,15,95.1,2277.59,0.632,0.627,SS,3266.8,3.8,Good,
436,60,1200,15,95.35,2414.68,0.632,0.627,SS,3266.8,3.8,Good,
436,60,1200,15,95.26,2821.96,0.632,0.627,SS,3266.8,3.8,Good,
436,60,1200,15,95.23,2947.18,0.632,0.627,SS,3266.8,3.8,Good,
436,60,1200,15,94.94,3433.47,0.632,0.627,SS,3266.8,3.8,Good,
436,60,1200,15,94.79,2901.3,0.632,0.627,SS,3266.8,3.8,Good,
436,60,1200,15,94.86,3074.57,0.632,0.627,SS,3266.8,3.8,Good,
436,60,1200,15,95.12,2941.34,0.632,0.627,SS,3266.8,3.8,Good,
436,60,1200,15,94.59,3536.13,0.632,0.627,SS,3266.8,3.8,Good,
436,60,1200,15,95.19,3081.83,0.632,0.627,SS,3266.8,3.8,Good,
436,60,1200,15,95.25,3146.45,0.632,0.627,SS,3266.8,3.8,Good,
436,60,1200,15,94.56,2992.93,0.632,0.627,SS,3266.8,3.8,Good,
437,60,1200,15,95.18,1531.68,0.625,0.627,SS,3192.1,3.41,Good,
437,60,1200,15,95.05,2202.34,0.625,0.627,SS,3192.1,3.41,Good,
437,60,1200,15,94.56,3236.98,0.625,0.627,SS,3192.1,3.41,Good,
437,60,1200,15,95.42,2884.65,0.625,0.627,SS,3192.1,3.41,Good,
437,60,1200,15,95.46,3001.53,0.625,0.627,SS,3192.1,3.41,Good,
437,60,1200,15,95.43,2910.18,0.625,0.627,SS,3192.1,3.41,Good,
437,60,1200,15,95.39,3527.36,0.625,0.627,SS,3192.1,3.41,Good,
437,60,1200,15,95.34,3160.09,0.625,0.627,SS,3192.1,3.41,Good,
437,60,1200,15,95.28,3059.43,0.625,0.627,SS,3192.1,3.41,Good,
437,60,1200,15,95.22,2983.72,0.625,0.627,SS,3192.1,3.41,Good,
437,60,1200,15,95.16,3455.93,0.625,0.627,SS,3192.1,3.41,Good,
437,60,1200,15,95.1,3394.17,0.625,0.627,SS,3192.1,3.41,Good,
437,60,1200,15,95.03,3053.8,0.625,0.627,SS,3192.1,3.41,Good,
438,60,1200,15,94.98,1094.12,0.628,0.63,SS,3250.1,3.7,Good,
